# This file was produced by bcftools (1.2+htslib-1.2), the command line was:
# 	 bcftools gtcheck  -H test.vcf.gz
# and the working directory was:
# 	 /Users/dancook/coding/git/vcf-toolbox
#
# [1]SM	[2]Average Discordance	[3]Average depth	[4]Average number of sites	[5]Sample	[6]Sample ID
CN	0	0	0.00	N2	EG4946
CN	0	0	0.00	N2	GXW1
CN	0	0	0.00	N2	JT11398
CN	0	0	0.00	N2	JU1088
CN	0	0	0.00	N2	JU1172
CN	0	0	0.00	N2	JU1200
CN	0	0	0.00	N2	JU1212
CN	0	0	0.00	N2	JU1213
CN	0	0	0.00	N2	JU1242
CN	0	0	0.00	N2	JU1246
CN	0	0	0.00	N2	JU1395
CN	0	0	0.00	N2	JU1400
CN	0	0	0.00	N2	JU1409
CN	0	0	0.00	N2	JU1440
CN	0	0	0.00	N2	JU1491
CN	0	0	0.00	N2	JU1530
CN	0	0	0.00	N2	JU1568
CN	0	0	0.00	N2	JU1580
CN	0	0	0.00	N2	JU1581
CN	0	0	0.00	N2	JU1586
CN	0	0	0.00	N2	JU1652
CN	0	0	0.00	N2	JU1896
CN	0	0	0.00	N2	JU2001
CN	0	0	0.00	N2	JU2007
CN	0	0	0.00	N2	JU2464
CN	0	0	0.00	N2	JU258
CN	0	0	0.00	N2	JU310
CN	0	0	0.00	N2	JU311
CN	0	0	0.00	N2	JU312
CN	0	0	0.00	N2	JU323
CN	0	0	0.00	N2	JU346
CN	0	0	0.00	N2	JU360
CN	0	0	0.00	N2	JU367
CN	0	0	0.00	N2	JU393
CN	0	0	0.00	N2	JU394
CN	0	0	0.00	N2	JU397
CN	0	0	0.00	N2	JU406
CN	0	0	0.00	N2	JU440
CN	0	0	0.00	N2	JU561
CN	0	0	0.00	N2	JU642
CN	0	0	0.00	N2	JU751
CN	0	0	0.00	N2	JU774
CN	0	0	0.00	N2	JU775
CN	0	0	0.00	N2	JU778
CN	0	0	0.00	N2	JU782
CN	0	0	0.00	N2	JU792
CN	0	0	0.00	N2	JU830
CN	0	0	0.00	N2	JU847
CN	0	0	0.00	N2	KR314
CN	0	0	0.00	N2	LKC34
CN	0	0	0.00	N2	LSJ1
CN	0	0	0.00	N2	MY10
CN	0	0	0.00	N2	MY16
CN	0	0	0.00	N2	MY18
CN	0	0	0.00	N2	MY1
CN	0	0	0.00	N2	MY23
CN	13	29	29.07	NIC166	AB1
CN	13	46	28.35	NIC166	AB4
CN	1	22	28.36	NIC166	CB4851_CGC
CN	13	33	31.52	NIC166	CB4852
CN	13	51	28.12	NIC166	CB4853
CN	13	46	29.74	NIC166	CB4854
CN	13	51	28.51	NIC166	CB4855_UK
CN	1	61	32.59	NIC166	CB4856
CN	13	54	28.96	NIC166	CB4857
CN	0	9	30.00	NIC166	CB4858_UK
CN	1	30	32.90	NIC166	CB4932
CN	0	42	27.33	NIC166	CX11254
CN	0	44	27.48	NIC166	CX11262
CN	0	55	28.45	NIC166	CX11264
CN	0	32	31.09	NIC166	CX11271
CN	0	43	30.49	NIC166	CX11276
CN	13	55	29.87	NIC166	CX11285
CN	13	45	28.11	NIC166	CX11292
CN	0	32	33.53	NIC166	CX11307
CN	13	46	27.04	NIC166	CX11314
CN	0	38	28.55	NIC166	CX11315
CN	0	45	28.31	NIC166	DL200
CN	0	51	30.71	NIC166	DL226
CN	1	55	30.85	NIC166	DL238
CN	13	51	28.73	NIC166	ED3005
CN	0	50	29.84	NIC166	ED3011
CN	14	25	27.72	NIC166	ED3012
CN	0	37	31.41	NIC166	ED3017
CN	0	48	29.71	NIC166	ED3040
CN	13	50	30.92	NIC166	ED3046
CN	13	47	28.45	NIC166	ED3048
CN	13	50	30.92	NIC166	ED3049
CN	0	65	29.20	NIC166	ED3052
CN	13	50	29.50	NIC166	ED3073
CN	0	51	28.59	NIC166	ED3077
CN	13	27	29.15	NIC166	EG4347
CN	14	50	26.66	NIC166	EG4349
CN	13	44	28.82	NIC166	EG4724
CN	14	57	25.32	NIC166	EG4725
CN	13	38	29.47	NIC166	EG4946
CN	13	44	29.41	NIC166	GXW1
CN	0	29	28.69	NIC166	JT11398
CN	13	71	28.13	NIC166	JU1088
CN	0	43	25.21	NIC166	JU1172
CN	13	24	27.21	NIC166	JU1200
CN	1	22	22.77	NIC166	JU1212
CN	1	59	29.90	NIC166	JU1213
CN	1	56	31.21	NIC166	JU1242
CN	1	43	29.09	NIC166	JU1246
CN	13	29	19.14	NIC166	JU1395
CN	13	50	32.32	NIC166	JU1400
CN	13	40	30.95	NIC166	JU1409
CN	13	38	24.58	NIC166	JU1440
CN	1	46	30.24	NIC166	JU1491
CN	13	51	32.02	NIC166	JU1530
CN	1	17	31.65	NIC166	JU1568
CN	1	40	33.05	NIC166	JU1580
CN	14	58	29.12	NIC166	JU1581
CN	0	11	31.00	NIC166	JU1586
CN	1	53	27.53	NIC166	JU1652
CN	14	37	27.00	NIC166	JU1896
CN	1	62	30.61	NIC166	JU2001
CN	13	45	30.33	NIC166	JU2007
CN	14	59	24.61	NIC166	JU2464
CN	14	67	30.63	NIC166	JU258
CN	0	52	31.52	NIC166	JU310
CN	1	38	32.87	NIC166	JU311
CN	0	15	24.60	NIC166	JU312
CN	0	77	30.08	NIC166	JU323
CN	0	41	29.78	NIC166	JU346
CN	13	47	28.23	NIC166	JU360
CN	13	12	26.42	NIC166	JU367
CN	1	34	29.18	NIC166	JU393
CN	1	20	28.50	NIC166	JU394
CN	1	46	31.22	NIC166	JU397
CN	1	15	21.67	NIC166	JU406
CN	14	39	28.41	NIC166	JU440
CN	0	66	25.88	NIC166	JU561
CN	1	43	27.56	NIC166	JU642
CN	14	51	29.02	NIC166	JU751
CN	0	36	30.31	NIC166	JU774
CN	1	48	30.69	NIC166	JU775
CN	1	58	28.95	NIC166	JU778
CN	1	66	29.76	NIC166	JU782
CN	1	52	23.96	NIC166	JU792
CN	13	51	28.55	NIC166	JU830
CN	14	67	27.24	NIC166	JU847
CN	14	62	28.94	NIC166	KR314
CN	13	51	31.35	NIC166	LKC34
CN	0	0	0.00	NIC166	LSJ1
CN	0	41	29.83	NIC166	MY10
CN	1	47	28.91	NIC166	MY16
CN	13	55	30.09	NIC166	MY18
CN	0	54	28.91	NIC166	MY1
CN	1	58	29.02	NIC166	MY23
CN	0	0	0.00	NIC166	N2
CN	0	59	68.17	NIC195	AB1
CN	0	70	96.36	NIC195	AB4
CN	0	52	74.33	NIC195	CB4851_CGC
CN	0	46	100.09	NIC195	CB4852
CN	0	71	96.00	NIC195	CB4853
CN	0	71	48.39	NIC195	CB4854
CN	0	77	44.13	NIC195	CB4855_UK
CN	0	165	98.53	NIC195	CB4856
CN	0	78	53.60	NIC195	CB4857
CN	0	9	45.33	NIC195	CB4858_UK
CN	0	65	77.63	NIC195	CB4932
CN	0	78	35.01	NIC195	CX11254
CN	0	79	30.34	NIC195	CX11262
CN	0	104	82.74	NIC195	CX11264
CN	0	70	45.96	NIC195	CX11271
CN	0	83	37.33	NIC195	CX11276
CN	0	103	91.24	NIC195	CX11285
CN	0	70	62.53	NIC195	CX11292
CN	0	82	50.68	NIC195	CX11307
CN	0	90	38.72	NIC195	CX11314
CN	0	77	38.29	NIC195	CX11315
CN	0	67	28.61	NIC195	DL200
CN	0	110	55.41	NIC195	DL226
CN	0	141	76.86	NIC195	DL238
CN	0	98	58.14	NIC195	ED3005
CN	0	71	35.01	NIC195	ED3011
CN	0	49	42.88	NIC195	ED3012
CN	0	59	87.80	NIC195	ED3017
CN	0	99	91.79	NIC195	ED3040
CN	0	108	77.38	NIC195	ED3046
CN	0	69	54.49	NIC195	ED3048
CN	0	109	91.81	NIC195	ED3049
CN	0	118	58.71	NIC195	ED3052
CN	0	74	83.88	NIC195	ED3073
CN	0	99	70.08	NIC195	ED3077
CN	0	35	42.20	NIC195	EG4347
CN	0	126	34.28	NIC195	EG4349
CN	0	138	63.66	NIC195	EG4724
CN	0	141	25.96	NIC195	EG4725
CN	0	59	70.29	NIC195	EG4946
CN	0	81	63.81	NIC195	GXW1
CN	0	42	34.74	NIC195	JT11398
CN	0	88	60.15	NIC195	JU1088
CN	0	66	32.02	NIC195	JU1172
CN	0	22	90.41	NIC195	JU1200
CN	0	66	27.09	NIC195	JU1212
CN	0	112	45.38	NIC195	JU1213
CN	0	69	40.99	NIC195	JU1242
CN	0	73	35.04	NIC195	JU1246
CN	0	36	18.75	NIC195	JU1395
CN	0	109	73.78	NIC195	JU1400
CN	0	69	77.23	NIC195	JU1409
CN	0	62	25.69	NIC195	JU1440
CN	0	90	78.12	NIC195	JU1491
CN	0	66	70.30	NIC195	JU1530
CN	0	30	44.47	NIC195	JU1568
CN	0	72	112.24	NIC195	JU1580
CN	0	87	88.77	NIC195	JU1581
CN	0	31	76.32	NIC195	JU1586
CN	0	109	41.88	NIC195	JU1652
CN	0	94	47.66	NIC195	JU1896
CN	0	120	37.70	NIC195	JU2001
CN	0	89	68.56	NIC195	JU2007
CN	0	88	24.03	NIC195	JU2464
CN	0	145	77.08	NIC195	JU258
CN	0	73	85.22	NIC195	JU310
CN	0	65	96.52	NIC195	JU311
CN	0	20	23.55	NIC195	JU312
CN	0	96	57.50	NIC195	JU323
CN	0	61	58.05	NIC195	JU346
CN	0	89	78.25	NIC195	JU360
CN	0	28	54.04	NIC195	JU367
CN	0	71	29.73	NIC195	JU393
CN	0	56	54.14	NIC195	JU394
CN	0	61	41.79	NIC195	JU397
CN	0	29	19.59	NIC195	JU406
CN	0	56	44.43	NIC195	JU440
CN	0	94	30.04	NIC195	JU561
CN	0	57	61.12	NIC195	JU642
CN	0	95	41.12	NIC195	JU751
CN	0	95	54.16	NIC195	JU774
CN	0	134	60.85	NIC195	JU775
CN	0	113	66.76	NIC195	JU778
CN	0	154	84.34	NIC195	JU782
CN	0	60	23.88	NIC195	JU792
CN	0	91	40.76	NIC195	JU830
CN	0	87	28.34	NIC195	JU847
CN	0	86	56.74	NIC195	KR314
CN	0	109	65.27	NIC195	LKC34
CN	0	0	0.00	NIC195	LSJ1
CN	0	131	47.19	NIC195	MY10
CN	0	129	85.56	NIC195	MY16
CN	0	115	77.47	NIC195	MY18
CN	0	106	93.82	NIC195	MY1
CN	0	144	87.47	NIC195	MY23
CN	0	0	0.00	NIC195	N2
CN	1	84	28.01	NIC195	NIC166
CN	0	86	48.97	NIC199	AB1
CN	0	91	52.76	NIC199	AB4
CN	0	45	49.44	NIC199	CB4851_CGC
CN	0	71	53.15	NIC199	CB4852
CN	0	101	51.84	NIC199	CB4853
CN	0	89	44.90	NIC199	CB4854
CN	0	101	39.28	NIC199	CB4855_UK
CN	0	164	53.71	NIC199	CB4856
CN	0	97	47.20	NIC199	CB4857
CN	0	12	37.08	NIC199	CB4858_UK
CN	0	66	61.52	NIC199	CB4932
CN	0	95	32.48	NIC199	CX11254
CN	0	103	30.48	NIC199	CX11262
CN	0	127	53.22	NIC199	CX11264
CN	0	81	44.73	NIC199	CX11271
CN	0	80	35.40	NIC199	CX11276
CN	0	136	52.26	NIC199	CX11285
CN	0	92	50.55	NIC199	CX11292
CN	0	98	45.41	NIC199	CX11307
CN	0	110	36.62	NIC199	CX11314
CN	0	82	37.12	NIC199	CX11315
CN	0	98	28.66	NIC199	DL200
CN	0	121	48.36	NIC199	DL226
CN	0	161	54.57	NIC199	DL238
CN	0	116	47.99	NIC199	ED3005
CN	0	83	31.18	NIC199	ED3011
CN	0	32	39.00	NIC199	ED3012
CN	0	78	57.46	NIC199	ED3017
CN	0	110	52.71	NIC199	ED3040
CN	0	123	52.11	NIC199	ED3046
CN	0	106	45.31	NIC199	ED3048
CN	0	121	51.71	NIC199	ED3049
CN	0	116	51.24	NIC199	ED3052
CN	0	93	56.23	NIC199	ED3073
CN	0	126	53.39	NIC199	ED3077
CN	0	40	44.75	NIC199	EG4347
CN	16	151	33.77	NIC199	EG4349
CN	0	139	51.99	NIC199	EG4724
CN	0	150	25.69	NIC199	EG4725
CN	0	83	53.69	NIC199	EG4946
CN	0	98	47.97	NIC199	GXW1
CN	0	57	32.49	NIC199	JT11398
CN	5	104	49.57	NIC199	JU1088
CN	0	99	30.13	NIC199	JU1172
CN	0	18	47.83	NIC199	JU1200
CN	0	61	27.10	NIC199	JU1212
CN	0	119	44.97	NIC199	JU1213
CN	0	88	37.83	NIC199	JU1242
CN	0	85	33.31	NIC199	JU1246
CN	0	53	18.98	NIC199	JU1395
CN	0	137	56.02	NIC199	JU1400
CN	0	98	51.98	NIC199	JU1409
CN	0	84	24.70	NIC199	JU1440
CN	0	110	54.43	NIC199	JU1491
CN	0	96	54.62	NIC199	JU1530
CN	0	31	40.23	NIC199	JU1568
CN	0	100	64.15	NIC199	JU1580
CN	0	123	53.28	NIC199	JU1581
CN	0	27	51.15	NIC199	JU1586
CN	0	104	40.24	NIC199	JU1652
CN	0	72	41.10	NIC199	JU1896
CN	0	164	36.35	NIC199	JU2001
CN	0	122	52.52	NIC199	JU2007
CN	0	98	23.45	NIC199	JU2464
CN	0	182	53.28	NIC199	JU258
CN	0	109	56.89	NIC199	JU310
CN	0	71	56.63	NIC199	JU311
CN	0	30	22.83	NIC199	JU312
CN	0	134	51.65	NIC199	JU323
CN	0	87	53.37	NIC199	JU346
CN	0	120	50.27	NIC199	JU360
CN	0	51	44.29	NIC199	JU367
CN	0	94	29.10	NIC199	JU393
CN	0	49	46.90	NIC199	JU394
CN	0	82	40.94	NIC199	JU397
CN	0	41	17.76	NIC199	JU406
CN	0	61	42.62	NIC199	JU440
CN	0	100	31.25	NIC199	JU561
CN	0	64	53.67	NIC199	JU642
CN	0	121	41.12	NIC199	JU751
CN	0	117	49.21	NIC199	JU774
CN	0	175	53.18	NIC199	JU775
CN	0	127	53.47	NIC199	JU778
CN	0	168	58.73	NIC199	JU782
CN	0	77	23.26	NIC199	JU792
CN	0	111	39.34	NIC199	JU830
CN	8	92	27.36	NIC199	JU847
CN	0	107	48.53	NIC199	KR314
CN	7	130	52.28	NIC199	LKC34
CN	0	0	0.00	NIC199	LSJ1
CN	0	122	45.18	NIC199	MY10
CN	0	112	51.27	NIC199	MY16
CN	0	127	47.94	NIC199	MY18
CN	0	108	52.20	NIC199	MY1
CN	0	144	50.28	NIC199	MY23
CN	0	0	0.00	NIC199	N2
CN	1	89	27.33	NIC199	NIC166
CN	0	176	54.20	NIC199	NIC195
CN	0	52	44.13	NIC1	AB1
CN	0	51	50.88	NIC1	AB4
CN	0	11	46.64	NIC1	CB4851_CGC
CN	0	35	51.00	NIC1	CB4852
CN	0	65	49.89	NIC1	CB4853
CN	0	40	51.52	NIC1	CB4854
CN	0	60	41.82	NIC1	CB4855_UK
CN	0	73	50.22	NIC1	CB4856
CN	0	59	47.07	NIC1	CB4857
CN	0	3	36.33	NIC1	CB4858_UK
CN	0	54	53.17	NIC1	CB4932
CN	0	55	35.22	NIC1	CX11254
CN	0	54	31.61	NIC1	CX11262
CN	0	66	50.29	NIC1	CX11264
CN	0	65	42.55	NIC1	CX11271
CN	25	65	36.95	NIC1	CX11276
CN	0	73	50.84	NIC1	CX11285
CN	0	49	51.53	NIC1	CX11292
CN	0	69	44.72	NIC1	CX11307
CN	0	52	39.87	NIC1	CX11314
CN	0	45	39.82	NIC1	CX11315
CN	0	94	28.41	NIC1	DL200
CN	0	62	50.08	NIC1	DL226
CN	0	63	48.06	NIC1	DL238
CN	0	59	49.07	NIC1	ED3005
CN	0	47	34.57	NIC1	ED3011
CN	0	20	46.50	NIC1	ED3012
CN	0	74	50.92	NIC1	ED3017
CN	0	69	50.03	NIC1	ED3040
CN	0	100	48.28	NIC1	ED3046
CN	0	59	46.92	NIC1	ED3048
CN	0	99	47.78	NIC1	ED3049
CN	0	68	50.28	NIC1	ED3052
CN	0	86	47.86	NIC1	ED3073
CN	0	111	46.85	NIC1	ED3077
CN	0	48	42.90	NIC1	EG4347
CN	0	99	34.44	NIC1	EG4349
CN	0	87	49.33	NIC1	EG4724
CN	0	88	25.01	NIC1	EG4725
CN	0	44	50.41	NIC1	EG4946
CN	0	80	46.35	NIC1	GXW1
CN	0	53	33.81	NIC1	JT11398
CN	0	61	47.92	NIC1	JU1088
CN	0	64	31.25	NIC1	JU1172
CN	0	9	62.44	NIC1	JU1200
CN	0	31	24.48	NIC1	JU1212
CN	0	106	43.12	NIC1	JU1213
CN	0	71	40.06	NIC1	JU1242
CN	0	62	33.98	NIC1	JU1246
CN	0	32	18.62	NIC1	JU1395
CN	0	87	49.85	NIC1	JU1400
CN	0	78	48.37	NIC1	JU1409
CN	0	60	25.15	NIC1	JU1440
CN	0	99	49.24	NIC1	JU1491
CN	0	73	51.92	NIC1	JU1530
CN	0	15	44.93	NIC1	JU1568
CN	0	81	52.41	NIC1	JU1580
CN	0	82	48.49	NIC1	JU1581
CN	0	18	51.44	NIC1	JU1586
CN	0	63	42.40	NIC1	JU1652
CN	0	24	52.04	NIC1	JU1896
CN	0	108	37.92	NIC1	JU2001
CN	0	77	48.64	NIC1	JU2007
CN	0	70	24.33	NIC1	JU2464
CN	0	97	43.73	NIC1	JU258
CN	0	83	51.05	NIC1	JU310
CN	0	52	51.94	NIC1	JU311
CN	0	31	23.29	NIC1	JU312
CN	0	65	54.12	NIC1	JU323
CN	0	62	50.95	NIC1	JU346
CN	0	70	48.13	NIC1	JU360
CN	0	14	46.71	NIC1	JU367
CN	0	57	33.79	NIC1	JU393
CN	0	11	45.09	NIC1	JU394
CN	0	60	42.22	NIC1	JU397
CN	0	15	17.47	NIC1	JU406
CN	0	29	52.10	NIC1	JU440
CN	0	38	35.03	NIC1	JU561
CN	0	55	50.58	NIC1	JU642
CN	0	57	44.44	NIC1	JU751
CN	0	66	48.73	NIC1	JU774
CN	0	109	46.78	NIC1	JU775
CN	0	91	48.24	NIC1	JU778
CN	0	100	50.15	NIC1	JU782
CN	0	62	24.74	NIC1	JU792
CN	0	57	42.96	NIC1	JU830
CN	0	55	30.87	NIC1	JU847
CN	0	50	49.64	NIC1	KR314
CN	0	73	49.41	NIC1	LKC34
CN	0	0	0.00	NIC1	LSJ1
CN	0	99	44.99	NIC1	MY10
CN	0	47	54.87	NIC1	MY16
CN	0	58	53.91	NIC1	MY18
CN	0	67	49.87	NIC1	MY1
CN	0	58	46.74	NIC1	MY23
CN	0	0	0.00	NIC1	N2
CN	0	38	31.16	NIC1	NIC166
CN	0	68	50.96	NIC1	NIC195
CN	0	88	47.68	NIC1	NIC199
CN	0	45	33.31	NIC207	AB1
CN	0	49	34.51	NIC207	AB4
CN	0	21	27.05	NIC207	CB4851_CGC
CN	0	36	34.83	NIC207	CB4852
CN	0	48	34.02	NIC207	CB4853
CN	0	46	36.91	NIC207	CB4854
CN	0	52	33.17	NIC207	CB4855_UK
CN	0	55	33.15	NIC207	CB4856
CN	0	46	33.11	NIC207	CB4857
CN	0	2	41.00	NIC207	CB4858_UK
CN	0	47	32.79	NIC207	CB4932
CN	0	49	31.80	NIC207	CX11254
CN	0	48	29.44	NIC207	CX11262
CN	0	52	32.42	NIC207	CX11264
CN	0	72	33.97	NIC207	CX11271
CN	25	53	32.28	NIC207	CX11276
CN	0	64	33.25	NIC207	CX11285
CN	0	46	35.35	NIC207	CX11292
CN	0	53	34.00	NIC207	CX11307
CN	0	50	34.02	NIC207	CX11314
CN	0	45	33.64	NIC207	CX11315
CN	0	53	29.11	NIC207	DL200
CN	0	41	36.22	NIC207	DL226
CN	0	56	33.02	NIC207	DL238
CN	0	51	35.78	NIC207	ED3005
CN	0	45	30.67	NIC207	ED3011
CN	0	26	34.50	NIC207	ED3012
CN	0	50	36.04	NIC207	ED3017
CN	0	55	35.07	NIC207	ED3040
CN	0	67	33.13	NIC207	ED3046
CN	0	53	33.13	NIC207	ED3048
CN	0	63	33.44	NIC207	ED3049
CN	0	48	35.12	NIC207	ED3052
CN	0	58	34.64	NIC207	ED3073
CN	0	53	35.55	NIC207	ED3077
CN	0	39	34.67	NIC207	EG4347
CN	0	62	32.84	NIC207	EG4349
CN	0	56	31.32	NIC207	EG4724
CN	0	52	26.77	NIC207	EG4725
CN	0	41	35.51	NIC207	EG4946
CN	0	47	32.87	NIC207	GXW1
CN	0	48	30.67	NIC207	JT11398
CN	0	43	35.09	NIC207	JU1088
CN	0	49	30.12	NIC207	JU1172
CN	0	27	29.59	NIC207	JU1200
CN	0	22	22.73	NIC207	JU1212
CN	0	63	32.00	NIC207	JU1213
CN	0	67	29.88	NIC207	JU1242
CN	0	36	30.33	NIC207	JU1246
CN	0	33	18.52	NIC207	JU1395
CN	0	55	34.22	NIC207	JU1400
CN	0	52	34.15	NIC207	JU1409
CN	0	48	26.92	NIC207	JU1440
CN	0	78	32.79	NIC207	JU1491
CN	0	41	36.24	NIC207	JU1530
CN	0	18	29.94	NIC207	JU1568
CN	0	60	33.63	NIC207	JU1580
CN	0	58	31.93	NIC207	JU1581
CN	0	14	37.57	NIC207	JU1586
CN	0	59	32.85	NIC207	JU1652
CN	0	38	34.50	NIC207	JU1896
CN	0	74	31.35	NIC207	JU2001
CN	0	61	33.07	NIC207	JU2007
CN	0	65	23.92	NIC207	JU2464
CN	0	53	29.28	NIC207	JU258
CN	0	45	35.82	NIC207	JU310
CN	0	41	33.78	NIC207	JU311
CN	0	21	24.52	NIC207	JU312
CN	0	38	34.58	NIC207	JU323
CN	0	38	34.66	NIC207	JU346
CN	0	54	32.46	NIC207	JU360
CN	0	9	37.89	NIC207	JU367
CN	0	48	29.48	NIC207	JU393
CN	0	17	27.41	NIC207	JU394
CN	0	58	30.02	NIC207	JU397
CN	0	22	19.55	NIC207	JU406
CN	0	31	32.97	NIC207	JU440
CN	0	39	31.00	NIC207	JU561
CN	0	57	30.67	NIC207	JU642
CN	0	50	35.52	NIC207	JU751
CN	0	54	34.22	NIC207	JU774
CN	0	69	32.25	NIC207	JU775
CN	0	78	33.00	NIC207	JU778
CN	0	57	34.51	NIC207	JU782
CN	0	57	23.07	NIC207	JU792
CN	0	44	34.75	NIC207	JU830
CN	0	47	25.64	NIC207	JU847
CN	0	70	31.37	NIC207	KR314
CN	0	57	34.72	NIC207	LKC34
CN	0	0	0.00	NIC207	LSJ1
CN	0	56	35.89	NIC207	MY10
CN	0	42	33.81	NIC207	MY16
CN	0	42	32.74	NIC207	MY18
CN	0	45	33.60	NIC207	MY1
CN	0	53	32.42	NIC207	MY23
CN	0	0	0.00	NIC207	N2
CN	1	40	26.48	NIC207	NIC166
CN	0	47	32.15	NIC207	NIC195
CN	0	56	31.38	NIC207	NIC199
CN	0	58	33.76	NIC207	NIC1
CN	0	97	66.35	NIC231	AB1
CN	0	111	76.16	NIC231	AB4
CN	0	17	69.82	NIC231	CB4851_CGC
CN	0	83	76.37	NIC231	CB4852
CN	0	123	73.92	NIC231	CB4853
CN	0	91	47.98	NIC231	CB4854
CN	0	112	41.23	NIC231	CB4855_UK
CN	0	84	76.23	NIC231	CB4856
CN	0	112	51.69	NIC231	CB4857
CN	0	2	25.00	NIC231	CB4858_UK
CN	0	44	74.00	NIC231	CB4932
CN	0	71	36.42	NIC231	CX11254
CN	0	79	30.59	NIC231	CX11262
CN	0	95	72.40	NIC231	CX11264
CN	0	99	44.99	NIC231	CX11271
CN	25	67	39.07	NIC231	CX11276
CN	0	122	73.89	NIC231	CX11285
CN	0	112	60.68	NIC231	CX11292
CN	0	76	49.42	NIC231	CX11307
CN	0	98	38.07	NIC231	CX11314
CN	0	65	37.60	NIC231	CX11315
CN	0	72	28.32	NIC231	DL200
CN	0	109	55.25	NIC231	DL226
CN	0	86	67.23	NIC231	DL238
CN	0	116	58.89	NIC231	ED3005
CN	0	108	32.48	NIC231	ED3011
CN	0	20	46.70	NIC231	ED3012
CN	0	70	79.36	NIC231	ED3017
CN	0	89	79.24	NIC231	ED3040
CN	0	126	73.14	NIC231	ED3046
CN	0	129	52.95	NIC231	ED3048
CN	0	127	76.33	NIC231	ED3049
CN	0	102	59.50	NIC231	ED3052
CN	0	101	81.52	NIC231	ED3073
CN	0	114	67.54	NIC231	ED3077
CN	0	54	45.94	NIC231	EG4347
CN	0	112	38.05	NIC231	EG4349
CN	0	88	61.78	NIC231	EG4724
CN	0	78	25.72	NIC231	EG4725
CN	0	93	66.44	NIC231	EG4946
CN	0	115	60.97	NIC231	GXW1
CN	0	55	34.07	NIC231	JT11398
CN	5	98	62.23	NIC231	JU1088
CN	0	110	32.04	NIC231	JU1172
CN	0	19	97.68	NIC231	JU1200
CN	0	16	26.38	NIC231	JU1212
CN	0	59	45.81	NIC231	JU1213
CN	0	58	40.12	NIC231	JU1242
CN	0	46	35.09	NIC231	JU1246
CN	0	57	18.05	NIC231	JU1395
CN	0	92	68.87	NIC231	JU1400
CN	0	106	72.58	NIC231	JU1409
CN	0	88	25.38	NIC231	JU1440
CN	0	90	75.41	NIC231	JU1491
CN	0	81	65.12	NIC231	JU1530
CN	0	19	43.63	NIC231	JU1568
CN	0	71	90.25	NIC231	JU1580
CN	0	95	75.47	NIC231	JU1581
CN	0	25	74.72	NIC231	JU1586
CN	0	75	44.21	NIC231	JU1652
CN	0	54	47.07	NIC231	JU1896
CN	0	107	38.18	NIC231	JU2001
CN	0	100	62.50	NIC231	JU2007
CN	0	102	23.88	NIC231	JU2464
CN	0	89	66.36	NIC231	JU258
CN	0	94	73.48	NIC231	JU310
CN	0	52	82.81	NIC231	JU311
CN	0	27	22.63	NIC231	JU312
CN	0	114	54.22	NIC231	JU323
CN	0	75	57.53	NIC231	JU346
CN	0	91	72.11	NIC231	JU360
CN	0	51	48.92	NIC231	JU367
CN	0	61	30.43	NIC231	JU393
CN	0	18	53.67	NIC231	JU394
CN	0	48	43.06	NIC231	JU397
CN	0	31	18.45	NIC231	JU406
CN	0	48	41.73	NIC231	JU440
CN	0	76	32.51	NIC231	JU561
CN	0	54	64.44	NIC231	JU642
CN	0	91	42.18	NIC231	JU751
CN	0	90	55.77	NIC231	JU774
CN	0	93	59.59	NIC231	JU775
CN	0	105	67.15	NIC231	JU778
CN	0	97	78.55	NIC231	JU782
CN	0	55	23.29	NIC231	JU792
CN	0	96	39.91	NIC231	JU830
CN	8	69	26.93	NIC231	JU847
CN	0	110	53.28	NIC231	KR314
CN	7	114	59.89	NIC231	LKC34
CN	0	0	0.00	NIC231	LSJ1
CN	0	106	51.07	NIC231	MY10
CN	0	67	75.60	NIC231	MY16
CN	0	88	72.57	NIC231	MY18
CN	0	111	77.40	NIC231	MY1
CN	0	88	71.38	NIC231	MY23
CN	0	0	0.00	NIC231	N2
CN	13	44	29.11	NIC231	NIC166
CN	0	73	78.14	NIC231	NIC195
CN	0	112	51.06	NIC231	NIC199
CN	0	71	49.51	NIC231	NIC1
CN	0	56	34.93	NIC231	NIC207
CN	0	77	48.53	NIC236	AB1
CN	0	76	47.43	NIC236	AB4
CN	0	31	41.61	NIC236	CB4851_CGC
CN	0	37	52.00	NIC236	CB4852
CN	0	72	49.10	NIC236	CB4853
CN	0	54	48.52	NIC236	CB4854
CN	0	79	38.08	NIC236	CB4855_UK
CN	0	84	46.67	NIC236	CB4856
CN	0	81	48.59	NIC236	CB4857
CN	0	9	38.22	NIC236	CB4858_UK
CN	0	62	54.23	NIC236	CB4932
CN	0	82	35.27	NIC236	CX11254
CN	0	72	29.51	NIC236	CX11262
CN	0	90	48.01	NIC236	CX11264
CN	0	94	41.34	NIC236	CX11271
CN	25	85	36.96	NIC236	CX11276
CN	0	123	49.37	NIC236	CX11285
CN	0	73	46.26	NIC236	CX11292
CN	0	85	46.44	NIC236	CX11307
CN	0	84	37.65	NIC236	CX11314
CN	0	66	35.73	NIC236	CX11315
CN	0	88	27.81	NIC236	DL200
CN	0	91	47.66	NIC236	DL226
CN	0	94	47.60	NIC236	DL238
CN	0	82	46.73	NIC236	ED3005
CN	0	73	33.41	NIC236	ED3011
